Batch,Project,Sample Date,Area,Site,Plot,Rep,Horizon,Sample Name,SedWetWeight,Seddw.ww,SedDryWeight,H2O~SRP (ugP/gdw),H2O~TP (ugP/g dw),H2O~DNRP (ugP/gdw),H2O~Fe (mg Fe/g dw),H2O~Ca (mg Ca/g dw),BD~SRP (ugP/gdw),BD~TP (ugP/gdw),BD~NRP (ugP/gdw),BD~Fe (mg Fe/gdw),BD~Al (mg Al/gdw),BD~Ca (mg Ca/gdw),NaOH~SRP (ug/gdw),NaOH~TP (ugP/gdw),NaOH~DNRP (ugP/gdw),NaOH~Fe (mg Fe/gdw),NaOH~Al (mg Al/gdw),NaOH~Ca (mg Ca/gdw),HA~P (ug P/gdw),HA~Fe (mg Fe/gdw),HCl~P (ug P/gdw),HCl~Fe (mg Fe/gdw),HCl~Al (mg Al/gdw),HCl~Ca (mg Ca/gdw),Res~P (ug P/gdw),Res~Fe (mg Fe/gdw),Res~Al (mg Al/gdw),Res~Ca (mg Ca/gdw)
20220228_Pfrac,PhIr2021,5-Aug-21,West,Dry,2,,Organic,5-Aug-21 West Dry 2-O,3.950,0.227,0.897,3.636,2.788,-0.848,0.014,0.199,28.194,37.034,8.840,1.610,0.016,8.783,33.521,311.218,277.697,0.770,0.754,1.699,151.748,0.314,19.619,1.627,0.366,3.296,1237.843,15.175,19.484,11.518
20220228_Pfrac,PhIr2021,5-Aug-21,West,Dry,3,,Organic,5-Aug-21 West Dry 3-O,3.250,0.417,1.355,0.962,1.845,0.883,0.027,0.074,14.214,20.226,6.013,6.868,0.067,4.853,27.007,161.041,134.034,1.130,0.985,1.003,218.314,1.182,43.528,2.427,0.359,1.099,845.324,91.552,23.282,6.636
20220228_Pfrac,PhIr2021,5-Aug-21,West,Mesic,1,,Organic,5-Aug-21 West Mesic 1-O,3.230,0.161,0.520,1.477,4.807,3.330,0.024,0.151,43.619,72.435,28.816,16.744,0.093,13.748,41.585,403.600,362.015,2.051,1.409,2.162,415.195,1.869,19.319,4.205,0.244,2.400,1262.011,26.099,8.145,12.830
20220228_Pfrac,PhIr2021,5-Aug-21,West,Mesic,2,,Organic,5-Aug-21 West Mesic 2-O,3.380,0.155,0.524,14.181,14.895,0.714,0.024,0.179,54.610,101.283,46.673,9.072,0.028,12.843,70.604,462.736,392.132,1.426,1.542,1.355,315.613,0.424,11.609,2.006,0.133,1.876,1425.538,12.374,5.817,10.960
20220228_Pfrac,PhIr2021,5-Aug-21,West,Mesic,3,,Organic,5-Aug-21 West Mesic 3-O,3.520,0.237,0.834,1.130,2.997,1.867,0.015,0.063,11.769,22.526,10.758,3.382,0.031,6.613,41.516,460.597,419.081,0.888,1.720,2.286,505.230,0.830,18.043,1.846,0.303,1.967,1497.662,41.500,10.195,10.693
20220314_Pfrac,PhIr2021,2-Aug-21,East,Dry,3,A,Mineral,2-Aug-21 East Dry 3A-M,3.140,0.780,2.449,0.221,1.021,0.800,0.013,0.014,7.567,20.028,12.462,6.404,0.098,0.702,67.602,139.777,72.176,0.532,1.110,0.076,121.675,0.949,59.297,2.311,0.496,0.286,484.790,31.031,32.044,0.885
20220314_Pfrac,PhIr2021,2-Aug-21,East,Dry,3,B,Mineral,2-Aug-21 East Dry 3B-M,3.700,0.844,3.123,0.375,0.801,0.425,0.028,0.007,8.172,10.435,2.262,7.573,0.299,0.730,70.299,107.261,36.962,0.338,1.209,0.047,127.930,2.270,72.872,3.429,0.771,0.399,566.877,39.825,36.139,1.179
20220314_Pfrac,PhIr2021,2-Aug-21,East,Dry,3,C,Mineral,2-Aug-21 East Dry 3C-M,3.560,0.796,2.834,0.557,0.882,0.325,0.048,0.011,8.209,8.327,0.118,9.525,0.268,0.855,71.414,106.716,35.302,0.497,1.356,0.045,115.753,2.312,91.416,3.589,0.787,0.454,682.308,46.939,43.422,1.376
20220314_Pfrac,PhIr2021,2-Aug-21,East,Mesic,1,,Mineral,2-Aug-21 East Mesic 1-M,3.780,0.761,2.877,0.167,0.869,0.702,0.015,0.002,6.405,13.586,7.180,7.016,0.176,0.344,37.007,74.758,37.751,0.477,1.077,0.027,85.960,1.764,58.401,1.881,0.469,0.203,342.493,28.340,37.501,0.676
20220314_Pfrac,PhIr2021,2-Aug-21,East,Mesic,2,,Mineral,2-Aug-21 East Mesic 2-M,3.980,0.680,2.706,,,,0.005,-0.005,6.753,10.492,3.739,12.204,0.227,0.478,40.265,76.063,35.798,0.990,1.657,0.072,140.895,6.587,26.866,2.148,0.522,0.227,438.176,44.568,38.398,0.801
20220314_Pfrac,PhIr2021,2-Aug-21,East,Hydric,2,,Mineral,2-Aug-21 East Hydric 2-M,3.500,0.630,2.205,0.325,1.134,0.809,0.006,0.006,3.197,12.942,9.745,3.294,0.057,0.622,47.192,171.309,124.118,0.644,1.608,0.169,169.462,0.791,7.399,1.358,0.253,0.174,458.022,21.619,,0.944
20220314_Pfrac,PhIr2021,2-Aug-21,East,Hydric,3,,Mineral,2-Aug-21 East Hydric 3-M,3.470,0.667,2.314,0.377,1.080,0.703,0.015,0.007,2.604,8.018,5.415,2.116,0.390,0.727,30.717,90.918,60.201,0.403,2.460,0.190,114.237,2.114,59.132,0.971,0.585,0.373,352.524,22.056,48.971,0.750
20220314_Pfrac,PhIr2021,5-Aug-21,West,Mesic,3,,Mineral,5-Aug-21 West Mesic 3-M,3.600,0.765,2.754,0.158,0.908,0.749,0.005,0.012,4.456,7.942,3.486,2.509,0.092,0.762,16.309,46.573,30.263,0.170,0.493,0.049,34.282,0.679,201.344,0.848,0.473,0.480,460.023,16.806,22.355,1.550
20220314_Pfrac,PhIr2021,22-Jul-21,West,Dry,1,,Organic,22-Jul-21 West Dry 1-O,3.600,0.262,0.943,0.444,2.651,2.207,0.013,0.194,20.176,45.205,25.029,23.473,0.246,7.937,48.638,229.171,180.534,2.429,1.723,1.468,374.629,1.841,63.168,5.487,0.665,1.602,1017.796,30.790,19.937,10.570
20220314_Pfrac,PhIr2021,22-Jul-21,West,Dry,2,B,Organic,22-Jul-21 West Dry 2B-O,3.630,0.147,0.534,55.061,67.714,12.653,0.023,0.469,44.487,73.726,29.239,0.572,0.007,11.789,36.241,345.869,309.628,0.171,0.126,0.676,36.879,0.024,11.691,0.580,0.214,4.583,701.706,4.164,3.080,10.545
20220314_Pfrac,PhIr2021,2-Aug-21,East,Dry,1,,Organic,2-Aug-21 East Dry 1-O,3.260,0.270,0.881,3.113,2.837,-0.276,0.014,0.087,11.173,37.858,26.685,3.660,0.107,4.873,51.549,337.464,285.915,1.137,2.562,2.010,484.840,1.084,6.401,1.272,0.583,0.986,1447.238,19.659,29.801,7.302
20220314_Pfrac,PhIr2021,2-Aug-21,East,Dry,2,B,Organic,2-Aug-21 East Dry 2B-O,3.650,0.313,1.142,1.332,2.188,0.856,0.011,0.114,12.419,42.381,29.962,9.868,0.161,5.639,88.893,328.994,240.102,1.431,2.755,1.627,546.042,1.619,9.930,3.230,1.240,1.140,1493.177,28.482,46.178,8.067
